web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,image
"1781563415-793","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","Apartamento T2 recuperado com elevador na histórica Baixa de Lisboa.","4.800 €","Santa Maria Maior - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-794","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","Apartamento T1 para arrendamento","1.100 €","Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-795","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","Apartamento T1 para arrendamento","1.500 €","Campolide - Hoje às 15:16","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-796","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","Apartamento T1Kit mobilado e equipado no Edifício Acquadalva","1.000 €","Paranhos - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-797","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","Apartamento T1 para arrendamento","980 €","Arroios - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-798","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","Excelente Apartamento T2 totalmente remodelado para Arrendar - Quin...","1.200 €","Póvoa De Santa Iria E Forte Da Casa - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-799","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","Apartamento T1 em Ponte de Lima","600 €","Arca E Ponte De Lima - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-800","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","Apartamento T2 para arrendamento","1.050 €","Santo António dos Olivais - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-801","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","Apartamento Renovado T0, em Lordelo do Ouro, Porto","1.000 €","Aldoar, Foz Do Douro E Nevogilde - Hoje às 17:07","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-802","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","Apartamento T1 Carcavelos","1.000 €","Carcavelos E Parede - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-803","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","Estúdio - localizado em Paranhos Porto","800 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-804","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","Apartamento em Quinta do Anjo de 50,00 m2","1.000 €","Quinta do Anjo - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-805","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","Apartamento T2 para arrendamento","1.150 €","Póvoa De Santa Iria E Forte Da Casa - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-806","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","Apartamento T1 na Solum","1.000 €","Santo António dos Olivais - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-807","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","T1 Renovado no Bairro da Assunção | Cascais","1.200 €","Cascais E Estoril - Hoje às 09:31","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-808","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","T1 Marina Vilamoura - Arrendamento","1.200 €","Quarteira - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-809","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","T2 Renovado junto ao Freixo Valbom","850 €","Gondomar (São Cosme), Valbom E Jovim - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563415-810","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=17","Apartamento T2 em Lapa","2.965 €","Estrela - Hoje às 14:30","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-811","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","T1 Novo Para Arrendamento - Rua 9 Abril , Paranhos, Porto","950 €","Paranhos - Hoje às 13:46","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/0yj7331r1fhu1-PT/image;s=510x680;q=50"
"1781563419-812","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","T2 Praça da Flores com elevador e garagem","990 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 12 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/l9mb1l2ukedv2-PT/image;s=538x359;q=50"
"1781563419-813","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento com 2 quartos - localizado em Marquês de Pombal Lisbon","2.760 €","Santo António - Hoje às 12:06","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/dct0177vnncg3-PT/image;s=538x359;q=50"
"1781563419-814","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Arrendo T2 Lumiar","1.600 €","Alvalade - 14 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/2553zy7duid72-PT/image;s=510x383;q=50"
"1781563419-815","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T3 para Arrendamento no Lumiar","1.700 €","Lumiar - 11 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/o5v2uk17rb6e-PT/image;s=638x359;q=50"
"1781563419-816","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T1 no centro de Aveiro","950 €","Glória E Vera Cruz - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-817","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T3 Arrendamento em Santarém (Marvila), Santa Iria da Ribei","1.150 €","União de Freguesias da cidade de Santarém - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-818","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T1 em Santo António dos Olivais, Coimbra. Ideal para qu...","980 €","Santo António dos Olivais - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-819","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento com 3 quartos - localizado em Anjos Lisbon","2.600 €","Arroios - Hoje às 12:06","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-820","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T0 Kit, no Empreendimento Asprela Domus III, Paranhos","850 €","Paranhos - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-821","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T2 com escritório em Campo de Santana - Santa Marta","3.260 €","Santo António - Hoje às 12:16","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-822","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento com 1 quartos - localizado em Alfama Lisbon","1.400 €","Santa Maria Maior - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-823","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","T3+1 com Terraços Privados e Vista Desafogada em Alto dos Gaios, Estor","1.950 €","Cascais E Estoril - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-824","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T2 Lumiar","1.450 €Negociável","Lumiar - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-825","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T2 para arrendamento","1.300 €","Aldoar, Foz Do Douro E Nevogilde - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-826","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","T1 novo, Mobilado e equipado, em Ermesinde","900 €","Ermesinde - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-827","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T2 na Rua do Conde de Campo Bello 105","1.400 €Negociável","Paranhos - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-828","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento com 1 quartos - localizado em Avenida da Liberdade Lisbon","1.050 €","Arroios - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-829","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Estúdio T0 (disponivel a 1 de julho)","650 €","Setúbal (São Julião, Nossa Senhora Da Anunciada E Santa Maria Da Graça) - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-830","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T1 Mobilado e Equipado – Glicínias","750 €","Aradas - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-831","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T2 para arrendamento","1.200 €","Cidade Da Maia - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-832","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","T2 Centro de Rio Tinto, Terraço e Garag. – Cond. Fech. a 300m do Metro","1.045 €","Rio Tinto - Hoje às 00:40","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-833","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Arrenda-se T2 mobilado no alto sao joao perto paiva couceiro lisboa","1.550 €","Penha De França - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-834","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento com 1 quartos - localizado em Lumiar Lisbon","1.100 €","Santa Clara - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-835","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T2 para arrendamento","1.580 €","Campolide - Hoje às 19:16","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-836","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","T1 c/ Varanda /Poente, Garagem e Arrumo em Ramalde","1.100 €","Ramalde - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-837","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento com 4 quartos - localizado em Mouraria Lisbon","2.700 €","Santa Maria Maior - Hoje às 12:06","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-838","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Estúdio T0 em rua da Moeda, 33 FGM","650 €","Coimbra (Sé Nova, Santa Cruz, Almedina E São Bartolomeu) - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-839","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T3 em Campo de Ourique - Arrendamento","1.600 €","Campo De Ourique - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-840","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T1, Benedita","750 €","Benedita - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-841","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T2 Arrendamento Leiria","950 €","Parceiros E Azoia - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-842","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento para arrendar/ Junto Polo Universitario/Igreja Areosa","900 €","Paranhos - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-843","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Arrendo T1 - trabalhador(a) deslocado(a)","650 €","Bacelo E Senhora Da Saúde - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-844","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Estúdio - localizado em São Bento Lisbon","980 €","Campo De Ourique - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-845","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","T1 Mobilado c/ Porteiro | 4.º Andar luminoso, 2 Frentes | À Praça da Galiza/Boavista","850 €","Lordelo Do Ouro E Massarelos - Para o topo a 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-846","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Estúdio Moderno /Lisboa/Arroios
Pequeno Estúdio","890 €","Arroios - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-847","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Excelente T1 em condomínio privado, Mobilado e equipado","1.000 €","Paranhos - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-848","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Apartamento T1 para arrendamento","1.100 €","Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-849","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Arrendo T1 Centro do Porto - Apartamento Mobilado com Jardim","1.000 €Negociável","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563419-850","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=20","Excelente T3 Avenida da República em frente ao metro de Gaia","1.450 €Negociável","Mafamude E Vilar Do Paraíso - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563423-851","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","Alugo T2 Carregado","1.000 €","Carregado E Cadafais - 11 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/9z4lyzx6ehzv2-PT/image;s=510x669;q=50"
"1781563423-852","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","T1 com terraço em Mértola","400 €","Mértola - 13 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/qybxyac59hf23-PT/image;s=510x680;q=50"
"1781563423-853","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","Arrenda-se T3 Viseu","1.250 €","Viseu - Hoje às 12:48","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/akwzsmo3zmc23-PT/image;s=510x612;q=50"
"1781563423-854","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","Apartamento junto à universidade de Aveiro","350 €","Glória E Vera Cruz - 09 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/2ci3ng9s8p141-PT/image;s=510x1133;q=50"
"1781563423-855","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","T2 para alugar em Porto Salvo","1.250 €","Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - 13 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/4c6ioxncdeg52-PT/image;s=537x359;q=50"
"1781563423-856","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","Arrendo apartamento T2 Santo Tirso","800 €","Santo Tirso, Couto (Santa Cristina E São Miguel) E Burgães - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563423-857","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","Apartamento T1 com lugar garagem Centro Valença","550 €","Valença, Cristelo Covo E Arão - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563423-858","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","Apartamento T2 em Paços de Ferreira para arrendar","750 €","Paços de Ferreira - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563423-859","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","T2+1 c/terraço 22m2 na Penha de França","1.350 €","Penha De França - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563423-860","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","T2+1 | Rua Antero de Quental - Porto","950 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563423-861","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","T2 para arrendar em Tremês Santarém","650 €","Azoia De Cima E Tremês - 10 de junho de 2026","Seguir",""
"1781563423-862","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","Arrenda-se T0 Porto / Jardim Arca d’ água","900 €","Paranhos - Hoje às 11:35","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563423-863","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","Apartamento t1 Monte Gordo","500 €","Monte Gordo - Hoje às 16:36","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563423-864","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","Apartamento T3 com jardim e piscina para arrendamento no Monte Estoril","8.000 €","Cascais E Estoril - Hoje às 16:01","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563423-865","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","Apartamento T3 Em Excelente Estado 1º Andar Em Maxieira Fátima","750 €","Fátima - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563423-866","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=5","Apartamento T0Kit no Asprela Domus III ao Hospital de São João","850 €","Paranhos - Hoje às 14:39","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
